Volatility 3 Framework 2.26.2

Offset	Name
0xc90c07c3b990	\Windows\System32\rmclient.dll
0xc90c07c3bcb0	\Windows\System32\lsm.dll
0xc90c07c3be40	\Windows\System32\dwmapi.dll
0xc90c07c3c160	\Endpoint
0xc90c07c3c2f0	\Endpoint
0xc90c07c3c480	\Windows\System32\kernel.appcore.dll
0xc90c07c3c610	\Endpoint
0xc90c07c3c7a0	\Endpoint
0xc90c07c3c930	\Endpoint
0xc90c07c3cac0	\Endpoint
0xc90c07c3cc50	\Windows\System32\PsmServiceExtHost.dll
0xc90c07c3cde0	\Endpoint
0xc90c07c81ba0	\$PrepareToShrinkFileSize
0xc90c07c8a880	\$PrepareToShrinkFileSize
0xc90c07c8b290	\$PrepareToShrinkFileSize
0xc90c07cad0e0	\Windows\Resources\Themes\aero\aero.msstyles
0xc90c07cad400	\Windows\System32\bisrv.dll
0xc90c07cad590	\$Directory
0xc90c07cad720	\Windows\SysWOW64\xmllite.dll
0xc90c07cad8b0	\Windows\System32\xmllite.dll
0xc90c07cada40	\Winsock2\CatalogChangeListener-2fc-0
0xc90c07cadbd0	\Users\Elon\AppData\Local\Microsoft\Edge\User Data\Default\EdgeCoupons\coupons_data.db\000009.log
0xc90c07cadd60	\Windows\System32\dwminit.dll
0xc90c07cadef0	\Windows\System32\ResourcePolicyServer.dll
0xc90c07cae210	\Windows\System32\sysntfy.dll
0xc90c07cae3a0	\Windows\System32\dwm.exe
0xc90c07cae6c0	\$Directory
0xc90c07cae850	\Windows\Registration\R000000000006.clb
0xc90c07cae9e0	\$Directory
0xc90c07caeb70	\Windows\System32\apphelp.dll
0xc90c07caed00	\$Directory
0xc90c07caee90	\Windows\System32\wshhyperv.dll
0xc90c07caf1b0	\Windows\System32\ResourcePolicyClient.dll
0xc90c07caf340	\Windows\System32\uxtheme.dll
0xc90c07caf4d0	\LSM_API_service
0xc90c07caf660	\Windows\System32\embeddedmodesvcapi.dll
0xc90c07caf980	\LSM_API_service
0xc90c07cafb10	\LSM_API_service
0xc90c07cafe30	\Windows\SysWOW64\msimg32.dll
0xc90c07cb0150	\Windows\System32\UXInit.dll
0xc90c07cb02e0	\Windows\System32\uDWM.dll
0xc90c07cb0470	\Windows\System32\d2d1.dll
0xc90c07cb0600	\Windows\System32\dcomp.dll
0xc90c07cb0790	\Users\Elon
0xc90c07cb0920	\Windows\System32
0xc90c07cb0ab0	\Windows\WinSxS\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.19041.1110_none_60b5254171f9507e
0xc90c07cb0c40	\Windows\System32\dsreg.dll
0xc90c07cb0dd0	\Users\Elon\AppData\Local\Microsoft\Edge\User Data\Default\ExtensionActivityEdge
0xc90c07cb1280	\Windows\System32\CoreUIComponents.dll
0xc90c07cb1410	\Windows\System32\propsys.dll
0xc90c07cb1730	\Windows\System32\samlib.dll
0xc90c07cb18c0	\Windows\System32\wtsapi32.dll
0xc90c07cb1a50	\Windows\System32\d3d11.dll
0xc90c07cb1be0	\Windows\System32\WinTypes.dll
0xc90c07cb1d70	\Windows\System32\SystemEventsBrokerServer.dll
0xc90c07cb2090	\Windows\System32\D3DCompiler_47.dll
0xc90c07cb2220	\Windows\System32\BrokerLib.dll
0xc90c07cb23b0	\Windows\System32\dwmcore.dll
0xc90c07cb2540	\Windows\System32\dab.dll
0xc90c07cb26d0	\Windows\System32\en-US\dwm.exe.mui
0xc90c07cb2860	\Windows\System32\CoreMessaging.dll
0xc90c07cb29f0	\Windows\System32\dabapi.dll
0xc90c07cb2b80	\CMApi
0xc90c07cb2ea0	\Windows\System32\dwmghost.dll
0xc90c07cb31c0	\Windows\System32\en-US\d2d1.dll.mui
0xc90c07cb3350	\Windows\System32\dwmredir.dll
0xc90c07cb34e0	\Windows\ServiceProfiles\LocalService\NTUSER.DAT.LOG2
0xc90c07cb3670	\Windows\ServiceProfiles\LocalService\NTUSER.DAT{53b39e88-18c4-11ea-a811-000d3aa4692b}.TMContainer00000000000000000001.regtrans-ms
0xc90c07cb3b20	\Windows\System32\config\BBI
0xc90c07cb3cb0	\Windows\System32
0xc90c07cb3e40	\$Directory
0xc90c07cb4160	\Windows\ServiceProfiles\LocalService\NTUSER.DAT
0xc90c07cb42f0	\Windows\ServiceProfiles\LocalService\NTUSER.DAT{53b39e88-18c4-11ea-a811-000d3aa4692b}.TM.blf
0xc90c07cb4480	\Device\HarddiskVolume3\Windows\ServiceProfiles\LocalService\NTUSER.DAT{53b39e88-18c4-11ea-a811-000d3aa4692b}.TM
0xc90c07cb4610	\Device\HarddiskVolume3\Windows\ServiceProfiles\LocalService\NTUSER.DAT{53b39e88-18c4-11ea-a811-000d3aa4692b}.TM
0xc90c07cb47a0	\Windows\System32\config\BBI.LOG2
0xc90c07cb4930	\Windows\System32\svchost.exe
0xc90c07cb4ac0	\$Directory
0xc90c07cb4c50	\Windows\ServiceProfiles\LocalService\NTUSER.DAT.LOG1
0xc90c07cb4de0	\Windows\System32\config\BBI.LOG1
0xc90c07d510e0	\Windows\System32\gpsvc.dll
0xc90c07d51270	\CMApi
0xc90c07d51590	\Windows\System32\ninput.dll
0xc90c07d51720	\Windows\System32\en-US\svchost.exe.mui
0xc90c07d51a40	\Windows\System32
0xc90c07d51d60	\CMNotify
0xc90c07d51ef0	\CMNotify
0xc90c07d52210	\Windows\System32\vm3dum64_loader.dll
0xc90c07d523a0	\Windows\System32\en-US\svchost.exe.mui
0xc90c07d52530	\Windows\System32\en-US\svchost.exe.mui
0xc90c07d526c0	\Windows\System32\dsrole.dll
0xc90c07d529e0	\Windows\System32\nlaapi.dll
0xc90c07d52b70	\Windows\System32\lmhsvc.dll
0xc90c07d52d00	\Windows\System32\d3d10warp.dll
0xc90c07d53340	\Windows\System32
0xc90c07d534d0	\Windows\System32\svchost.exe
0xc90c07d53660	\Windows\System32\avrt.dll
0xc90c07d537f0	\Windows\System32\ISM.dll
0xc90c07d53980	\Windows\Registration\R000000000006.clb
0xc90c07d53b10	\Windows\System32\svchost.exe
0xc90c07d53ca0	\Windows\System32\netprofm.dll
0xc90c07d54150	\CMNotify
0xc90c07d542e0	\Windows\System32\en-US\Windows.Security.Authentication.Web.Core.dll.mui
0xc90c07d54470	\Users\Elon\AppData\Local\Microsoft\Edge\User Data\Default\GPUCache\data_1
0xc90c07d54600	\Dev\Query
0xc90c07d54920	\Windows\System32\ACPBackgroundManagerPolicy.dll
0xc90c07d54ab0	\Windows\System32\WindowsCodecs.dll
0xc90c07d54c40	\Windows\System32\en-US\svchost.exe.mui
0xc90c07d54dd0	\Windows\System32\taskschd.dll
0xc90c07d550f0	\Windows\System32\svchost.exe
0xc90c07d55280	\Users\Elon\AppData\Local\Microsoft\Edge\User Data\Default\SharedStorage-shm
0xc90c07d55410	\Windows\System32\UIAnimation.dll
0xc90c07d55730	\Program Files\WindowsApps\Microsoft.MicrosoftOfficeHub_18.1903.1152.0_x64__8wekyb3d8bbwe\MyOffice.RuntimeComponents.winmd
0xc90c07d55a50	\Windows\System32\twinapi.appcore.dll
0xc90c07d55be0	\Windows\System32\DispBroker.Desktop.dll
0xc90c07d55d70	\Windows\System32\mscms.dll
0xc90c07d56090	\Windows\System32\WindowManagementAPI.dll
0xc90c07d56220	\Windows\System32\TimeBrokerServer.dll
0xc90c07d563b0	\Windows\System32\en-US\dnsapi.dll.mui
0xc90c07d56540	\Windows\WinSxS\amd64_microsoft.windows.gdiplus_6595b64144ccf1df_1.1.19041.2006_none_919e9136cc8d4791
0xc90c07d566d0	\Windows\System32\wlidsvc.dll
0xc90c07d56860	\Users\Elon\AppData\Roaming\Thunderbird\Profiles\3g9uyosd.default-esr\places.sqlite
0xc90c07d56b80	\Windows\Registration\R000000000006.clb
0xc90c07d571c0	\Windows\System32
0xc90c07d57350	\Windows\System32\coloradapterclient.dll
0xc90c07d57670	\Dev\Query
0xc90c07d57800	\Windows\System32\GameInput.dll
0xc90c07d57990	\Windows\System32\ncbservice.dll
0xc90c07d57b20	\Windows\System32\en-US\crypt32.dll.mui
0xc90c07d57cb0	\CMNotify
0xc90c07d57e40	\Windows\System32\schedsvc.dll
0xc90c07d58160	\Windows\System32\Windows.Gaming.Input.dll
0xc90c07d582f0	\Windows\System32\usermgrcli.dll
0xc90c07d58480	\Windows\System32\ubpm.dll
0xc90c07d58610	\Windows\System32\en-US\svchost.exe.mui
0xc90c07d58640	蚘ߕ줌￿蚘ߕ줌￿
0xc90c07d587a0	\Windows\System32\svchost.exe
0xc90c07d58ac0	\CMNotify
0xc90c07d58c50	\Windows\System32\SystemEventsBrokerClient.dll
0xc90c07d58de0	\Windows\System32
0xc90c07ded270	\eventlog
0xc90c07ded590	\CMNotify
0xc90c07ded720	\Windows\SysWOW64\tzres.dll
0xc90c07deda40	\eventlog
0xc90c07dedbd0	\Endpoint
0xc90c07dedd60	\CMNotify
0xc90c07dee210	\Windows\System32\wevtapi.dll
0xc90c07dee3a0	\CMApi
0xc90c07dee530	\eventlog
0xc90c07dee850	\Windows\System32\OneCoreUAPCommonProxyStub.dll
0xc90c07dee9e0	\Windows\System32\wmiclnt.dll
0xc90c07deed00	\Windows\System32\en-US\msinfo32.exe.mui
0xc90c07deee90	\Endpoint
0xc90c07def1b0	\Windows\System32\taskcomp.dll
0xc90c07def340	\Windows\Registration\R000000000006.clb
0xc90c07def4d0	\CMNotify
0xc90c07def660	\Winsock2\CatalogChangeListener-290-0
0xc90c07def7f0	\CMNotify
0xc90c07def980	\Windows\System32\httpprxc.dll
0xc90c07defca0	\Windows\System32\bi.dll
0xc90c07defe30	\Windows\System32\wevtsvc.dll
0xc90c07df0150	\CMNotify
0xc90c07df02e0	\CMNotify
0xc90c07df0470	\Windows\System32\profsvcext.dll
0xc90c07df0600	\Windows\Registration\R000000000006.clb
0xc90c07df0790	\Windows\Registration\R000000000006.clb
0xc90c07df0920	\atsvc
0xc90c07df0ab0	\Endpoint
0xc90c07df0c40	\CMNotify
0xc90c07df0dd0	\Windows\Tasks
0xc90c07df10f0	\Windows\System32\nsisvc.dll
0xc90c07df1280	\Windows\System32\actxprxy.dll
0xc90c07df1410	\CMNotify
0xc90c07df15a0	\Endpoint
0xc90c07df1730	\Windows\System32\CSystemEventsBrokerClient.dll
0xc90c07df18c0	\CMNotify
0xc90c07df1a50	\Windows\System32
0xc90c07df1be0	\Windows\System32\policymanager.dll
0xc90c07df1d70	\Windows\System32\usermgr.dll
0xc90c07df2090	\atsvc
0xc90c07df2220	\Windows\System32\dhcpcore.dll
0xc90c07df2540	\CMNotify
0xc90c07df26d0	\Windows\System32\profsvc.dll
0xc90c07df29f0	\atsvc
0xc90c07df2b80	\Windows\System32\winevt\Logs\System.evtx
0xc90c07df2ea0	\$Directory
0xc90c07df31c0	\CMNotify
0xc90c07df3350	\Endpoint
0xc90c07df34e0	\Windows\System32\winevt\Logs\HardwareEvents.evtx
0xc90c07df3670	\Windows\System32\winevt\Logs\Windows PowerShell.evtx
0xc90c07df3990	\Windows\System32\DispBroker.dll
0xc90c07df3b20	\Users\Elon\AppData\Local\Microsoft\Edge\User Data\ShaderCache\data_3
0xc90c07df3cb0	\CMNotify
0xc90c07df3e40	\Windows\System32\winevt\Logs\Internet Explorer.evtx
0xc90c07df42f0	\Windows\System32\dhcpcore6.dll
0xc90c07df4480	\Windows\System32\winevt\Logs\Microsoft-Windows-Kernel-Power%4Thermal-Operational.evtx
0xc90c07df4610	\Windows\System32\winevt\Logs\Application.evtx
0xc90c07df47a0	\Windows\System32\winevt\Logs\Security.evtx
0xc90c07df4930	\Windows\System32\Windows.Graphics.dll
0xc90c07df4ac0	\Windows\System32\winnsi.dll
0xc90c07df4c50	\Windows\System32\winevt\Logs\Key Management Service.evtx
0xc90c07df4de0	\CMNotify
0xc90c07e65100	\Windows\System32\winevt\Logs\Microsoft-Windows-Kernel-WHEA%4Operational.evtx
0xc90c07e65290	\Windows\System32\winevt\Logs\Microsoft-Windows-Application-Experience%4Program-Compatibility-Assistant.evtx
0xc90c07e65420	\Windows\System32
0xc90c07e655b0	\CMNotify
0xc90c07e65740	\Windows\System32\winevt\Logs\Microsoft-Windows-Program-Compatibility-Assistant%4CompatAfterUpgrade.evtx
0xc90c07e658d0	\Windows\System32\winevt\Logs\Microsoft-Windows-Kernel-ShimEngine%4Operational.evtx
0xc90c07e65bf0	\Windows\System32\wscui.cpl
0xc90c07e66230	\CMNotify
0xc90c07e66550	\CMNotify
0xc90c07e66870	\color
0xc90c07e66a00	\Windows\System32\svchost.exe
0xc90c07e66b90	\$Directory
0xc90c07e66eb0	\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
0xc90c07e671d0	\CMNotify
0xc90c07e67360	\Windows\System32\winevt\Logs\Microsoft-Windows-Kernel-WHEA%4Errors.evtx
0xc90c07e674f0	\Program Files\WindowsApps\Microsoft.SkypeApp_14.53.77.0_x64__kzf8qxf38zg5c\ssScreenVVS2.dll
0xc90c07e67680	\Windows\System32\DXCore.dll
0xc90c07e67810	\Windows\System32\winevt\Logs\Microsoft-Windows-Wcmsvc%4Operational.evtx
0xc90c07e679a0	\Windows\System32\AppXDeploymentClient.dll
0xc90c07e67b30	\Windows\System32\dhcpcsvc6.dll
0xc90c07e67cc0	\Windows\System32\winevt\Logs\Microsoft-Client-Licensing-Platform%4Admin.evtx
0xc90c07e67e50	\CMNotify
0xc90c07e68170	\Windows\Fonts\segoeui.ttf
0xc90c07e68300	\Windows\System32\winevt\Logs\Microsoft-Windows-ModernDeployment-Diagnostics-Provider%4ManagementService.evtx
0xc90c07e68490	\Windows\System32\winevt\Logs\Microsoft-Windows-ModernDeployment-Diagnostics-Provider%4Diagnostics.evtx
0xc90c07e68620	\Users\Elon\AppData\Local\Microsoft\Edge\User Data\Default\Site Characteristics Database\LOG
0xc90c07e687b0	\Windows\System32\winevt\Logs\Microsoft-Windows-Ntfs%4Operational.evtx
0xc90c07e68940	\Windows\System32\webauthn.dll
0xc90c07e68ad0	\Windows\System32\winevt\Logs\Microsoft-Windows-ModernDeployment-Diagnostics-Provider%4Admin.evtx
0xc90c07e68df0	\Windows\System32\winevt\Logs\Microsoft-Windows-Security-Mitigations%4KernelMode.evtx
0xc90c07e69110	\Windows\System32\winevt\Logs\Microsoft-Windows-ModernDeployment-Diagnostics-Provider%4Autopilot.evtx
0xc90c07e692a0	\CMNotify
0xc90c07e69430	\Windows\System32\nlasvc.dll
0xc90c07e695c0	\Windows\System32\TimeBrokerClient.dll
0xc90c07e69750	\chrome.5364.2.38465111
0xc90c07e698e0	\Windows\System32\winevt\Logs\Microsoft-Windows-Ntfs%4WHC.evtx
0xc90c07e69c00	\Windows\System32\WPTaskScheduler.dll
0xc90c07e69d90	\CMNotify
0xc90c07e6a0b0	\Windows\System32\en-US\svchost.exe.mui
0xc90c07e6a240	\Windows\System32\netjoin.dll
0xc90c07e6a3d0	\Windows\System32\winevt\Logs\Microsoft-Windows-Storage-Storport%4Health.evtx
0xc90c07e6a880	\Windows\System32\winevt\Logs\Microsoft-Windows-StorageSpaces-Driver%4Operational.evtx
0xc90c07e6aba0	\Windows\System32\winevt\Logs\Microsoft-Windows-StorageSpaces-Driver%4Diagnostic.evtx
0xc90c07e6ad30	\Users\Elon\AppData\Local\Microsoft\Edge\User Data\Default\Top Sites
0xc90c07e6aec0	\Windows\System32\winevt\Logs\Microsoft-Windows-WebAuthN%4Operational.evtx
0xc90c07e6b1e0	\Windows\System32\en-US\wscui.cpl.mui
0xc90c07e6b370	\Windows\System32\winevt\Logs\Microsoft-Windows-Storage-Storport%4Operational.evtx
0xc90c07e6b500	\Windows\System32\winevt\Logs\Microsoft-Windows-StateRepository%4Restricted.evtx
0xc90c07e6b820	\Windows\System32\wscui.cpl
0xc90c07e6b9b0	\Windows\System32\Windows.StateRepository.dll
0xc90c07e6bb40	\Windows\System32\winevt\Logs\Microsoft-Windows-CodeIntegrity%4Operational.evtx
0xc90c07e6bcd0	\Windows\System32\vm3dum64_10.dll
0xc90c07e6be60	\Windows\System32\ncsi.dll
0xc90c07e6c180	\Endpoint
0xc90c07e6c310	\Windows\System32\version.dll
0xc90c07e6c4a0	\Windows\System32\winevt\Logs\Microsoft-Windows-StateRepository%4Operational.evtx
0xc90c07e6c630	\Windows\System32\ssdpapi.dll
0xc90c07e6c7c0	\Endpoint
0xc90c07e6cc70	\Windows\System32\winevt\Logs\Microsoft-Windows-GroupPolicy%4Operational.evtx
0xc90c07e6ce00	\Endpoint
0xc90c07e6d120	\Windows\System32\winevt\Logs\Microsoft-Windows-VolumeSnapshot-Driver%4Operational.evtx
0xc90c07e6d2b0	\Endpoint
0xc90c07e6d440	\CMNotify
0xc90c07e6d5d0	\Windows\System32\cabinet.dll
0xc90c07e6d760	\CMNotify
0xc90c07e6dc10	\Windows\System32\winevt\Logs\Microsoft-Windows-Partition%4Diagnostic.evtx
0xc90c07e6dda0	\Windows\System32\winmm.dll
0xc90c07e6e250	\CMNotify
0xc90c07e6e3e0	\Winsock2\CatalogChangeListener-1b8-0
0xc90c07e6e570	\CMNotify
0xc90c07e6e700	\CMNotify
0xc90c07e6e890	\CMNotify
0xc90c07e6ea20	\Windows\System32\netprofmsvc.dll
0xc90c07e6ebb0	\CMNotify
0xc90c07e6ed40	\CMNotify
0xc90c07e6eed0	\Windows\Registration\R000000000006.clb
0xc90c07e6f1f0	\Windows\System32\en-US\netprofmsvc.dll.mui
0xc90c07e6f510	\CMNotify
0xc90c07e6f6a0	\CMNotify
0xc90c07e6f830	\Windows\System32\winevt\Logs\Microsoft-Windows-WorkFolders%4WHC.evtx
0xc90c07e6fb50	\$ConvertToNonresident
0xc90c07e6fce0	\Windows\System32\winevt\Logs\Microsoft-Windows-NCSI%4Operational.evtx
0xc90c07e70190	\Windows\System32\winevt\Logs\Microsoft-Windows-Windows Firewall With Advanced Security%4Firewall.evtx
0xc90c07e70320	\Windows\System32\winevt\Logs\Microsoft-Windows-HotspotAuth%4Operational.evtx
0xc90c07e704b0	\Windows\System32\taskhostw.exe
0xc90c07e70640	\CMNotify
0xc90c07e707d0	\CMNotify
0xc90c07e70e10	\CMNotify
0xc90c07e71130	\CMNotify
0xc90c07e71450	\Windows\System32\wlanapi.dll
0xc90c07e715e0	\Windows\System32\winevt\Logs\Microsoft-Windows-WinINet-Config%4ProxyConfigChanged.evtx
0xc90c07e71900	\Windows\System32\es.dll
0xc90c07e71db0	\Windows\System32\winevt\Logs\Microsoft-Windows-User Device Registration%4Admin.evtx
0xc90c07e720d0	\Windows\System32\MMDevAPI.dll
0xc90c07e72580	\CMNotify
0xc90c07e72710	\Windows\System32\themeservice.dll
0xc90c07e728a0	\$Directory
0xc90c07e72bc0	\CMApi
0xc90c07e72ee0	\Windows\System32\winhttp.dll
0xc90c07e73200	\Windows\System32\PortableDeviceApi.dll
0xc90c07e73390	\Windows\System32\sysmain.dll
0xc90c07e73520	\Windows\System32\networkexplorer.dll
0xc90c07e736b0	\Windows\System32\Sens.dll
0xc90c07e73840	\CMApi
0xc90c07e739d0	\$Directory
0xc90c07e73b60	\Windows\System32\AudioEndpointBuilder.dll
0xc90c07e73e80	\Windows\System32\OnDemandConnRouteHelper.dll
0xc90c07e741a0	\Windows\System32\computenetwork.dll
0xc90c07e74330	\Windows\System32\comres.dll
0xc90c07e744c0	\Windows\System32\FntCache.dll
0xc90c07e74650	\Windows\System32\npmproxy.dll
0xc90c07e74b00	\elineouttopo
0xc90c07e74c90	\Windows\System32\LanguageOverlayUtil.dll
0xc90c07e74e20	\Windows\System32\en-US\KernelBase.dll.mui
0xc90c07fad290	\Windows\System32\en-US\MMDevAPI.dll.mui
0xc90c07fad420	\SwDevice
0xc90c07fad5b0	\Windows\WinSxS\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.19041.1110_none_60b5254171f9507e
0xc90c07fad740	\SwDevice
0xc90c07fad8d0	\SwDevice
0xc90c07fadbf0	\Dev\Query
0xc90c07fadd80	\Windows\System32\FontProvider.dll
0xc90c07fae0a0	\emicintopo
0xc90c07fae230	\Windows\System32\mscoree.dll
0xc90c07fae3c0	\Windows\System32\wbem\cimwin32.dll
0xc90c07fae550	\Windows\ServiceProfiles\LocalService\AppData\Local\FontCache\FontCache-Obsolete-531.
0xc90c07fae6e0	\CMNotify
0xc90c07faea00	\Windows\System32\svchost.exe
0xc90c07faeb90	\Windows\System32
0xc90c07faed20	\CMNotify
0xc90c07faeeb0	\Windows\ServiceProfiles\LocalService\AppData\Local\FontCache\FontCache-Obsolete-56
0xc90c07faf1d0	\Windows\System32\MSWB7.dll
0xc90c07faf360	\$Directory
0xc90c07faf4f0	\CMNotify
0xc90c07faf680	\Dev\Query
0xc90c07faf9a0	\CMNotify
0xc90c07fafb30	\emicintopo
0xc90c07fafcc0	\elineouttopo
0xc90c07fafe50	\CMApi
0xc90c07fb0170	\CMNotify
0xc90c07fb0490	\Windows\System32\devrtl.dll
0xc90c07fb0940	\Windows\System32\bitsigd.dll
0xc90c07fb0c60	\Windows\System32\dnsrslvr.dll
0xc90c07fb0df0	\Windows\System32\drivers\etc
0xc90c07fb1110	\$Directory
0xc90c07fb12a0	\Windows\System32\en-US\svchost.exe.mui
0xc90c07fb1430	\Windows\System32\rasadhlp.dll
0xc90c07fb1750	\Windows\System32\nrpsrv.dll
0xc90c07fb23d0	\Windows\System32\FWPUCLNT.DLL
0xc90c07fb2560	\Program Files\WindowsApps\Microsoft.MicrosoftOfficeHub_18.1903.1152.0_x64__8wekyb3d8bbwe\microsoft.system.package.metadata\S-1-5-21-3274565340-3808842250-3617890653-1001-MergedResources-0.pri
0xc90c07fb2d30	\Dev\Query
0xc90c07fb2ec0	\Windows\System32\drvstore.dll
0xc90c07fb3690	\CMNotify
0xc90c07fb3820	\elineouttopo
0xc90c07fb39b0	\CMNotify
0xc90c07fb3b40	\CMNotify
0xc90c07fb3cd0	\Windows\System32\wincorlib.dll
0xc90c07fb3e60	\Windows\System32\en-US\svchost.exe.mui
0xc90c07fb4310	\Windows\Registration\R000000000006.clb
0xc90c07fb44a0	\Windows\System32\BCP47Langs.dll
0xc90c07fb4630	\Windows\System32\HrtfApo.dll
0xc90c07fb4ae0	\emicintopo
0xc90c07fb4c70	\emicinwave
0xc90c07fb4e00	\Windows\System32\MrmCoreR.dll
0xc90c07fb52b0	\Windows\System32\AudioSrvPolicyManager.dll
0xc90c07fb5440	\CMApi
0xc90c07fb5760	\CMNotify
0xc90c07fb58f0	\CMNotify
0xc90c07fb5a80	\elineoutwave
0xc90c07fb5c10	\CMNotify
0xc90c07fb5da0	\Users\Elon\AppData\Local\Microsoft\Edge\User Data\Nurturing\campaign_history
0xc90c07fb60c0	\Users\Elon\AppData\Local\Microsoft\Edge\User Data\Default\History
0xc90c07fb6250	\Windows\System32\audiosrv.dll
0xc90c07fb63e0	\Users\Elon\AppData\Local\Microsoft\Edge\User Data\Default\Site Characteristics Database\LOCK
0xc90c07fb6570	\Windows\System32\en-US\AudioSrv.dll.mui
0xc90c07fb6700	\Windows\System32
0xc90c07fb6bb0	\$Directory
0xc90c07fb6ed0	\Windows\System32\Windows.UI.dll
0xc90c07fb71f0	\Windows\System32\CompPkgSup.dll
0xc90c07fb7510	\Windows\System32\svchost.exe
0xc90c07fb76a0	\Windows\System32\TextInputFramework.dll
0xc90c07fb7830	\Windows\System32\Windows.Media.Devices.dll
0xc90c07fb7b50	\Windows\System32\urlmon.dll
0xc90c07fb8190	\CMApi
0xc90c07fb84b0	\Windows\System32
0xc90c07fb8640	\Windows\System32\dusmsvc.dll
0xc90c07fb87d0	\Windows\System32\InputHost.dll
0xc90c07fb8960	\Windows\System32\Windows.UI.Immersive.dll
0xc90c07fb8af0	\Windows\System32\iertutil.dll
0xc90c07fb8c80	\$Directory
0xc90c07fb8e10	\Windows\System32\en-US\svchost.exe.mui
0xc90c07fb9130	\Windows\System32\Windows.UI.Xaml.dll
0xc90c07fb92c0	\Windows\System32\svchost.exe
0xc90c07fb9450	\Windows\System32\svchost.exe
0xc90c07fb95e0	\Windows\System32
0xc90c07fb9770	\Windows\System32\BCP47mrm.dll
0xc90c07fb9900	\Windows\System32
0xc90c07fb9a90	\Endpoint
0xc90c07fb9c20	\Config.Msi\ef515.rbfuntime140_1.dll
0xc90c07fb9db0	\Windows\System32\Windows.UI.Xaml.Maps.dll
0xc90c07fba260	\Windows\System32\en-US\KernelBase.dll.mui
0xc90c07fba3f0	\Windows\System32\shsvcs.dll
0xc90c07fba580	\ProgramData\Microsoft\Windows\AppRepository\StateRepository-Machine.srd
0xc90c07fba8a0	\Users\Elon\AppData\Local\Microsoft\Edge\User Data\Default\Sync Data\LevelDB\000005.ldb
0xc90c07fbaa30	\Windows\System32\StateRepository.Core.dll
0xc90c07fbabc0	\$Directory
0xc90c07fbad50	\ProgramData\Microsoft\Windows\AppRepository\StateRepository-Deployment.srd-shm
0xc90c07fbaee0	\Windows\System32\Windows.UI.Xaml.Controls.dll
0xc90c07fbb200	\Windows\Registration\R000000000006.clb
0xc90c07fbb390	\Windows\System32
0xc90c07fbb520	\ProgramData\Microsoft\Windows\AppRepository\StateRepository-Deployment.srd
0xc90c07fbb840	\Windows\System32\Windows.UI.Xaml.Phone.dll
0xc90c07fbb9d0	\Windows\System32\DWrite.dll
0xc90c07fbbb60	\Windows\System32\directmanipulation.dll
0xc90c07fbbcf0	\Windows\System32\TextShaping.dll
0xc90c07fbc1a0	\Windows\System32\Windows.UI.Xaml.Resources.19h1.dll
0xc90c07fbc330	\Windows\System32\Windows.UI.Xaml.InkControls.dll
0xc90c07fbc650	\Endpoint
0xc90c07fbc7e0	\wkssvc
0xc90c07fbcc90	\Users\Elon\AppData\Local\Microsoft\Edge\User Data\ShaderCache\data_2
0xc90c07fbce20	\Windows\Fonts\segoeui.ttf
0xc90c07fe8250	\Windows\System32\drivers\mslldp.sys
0xc90c07fe8c60	\Windows\System32\drivers\rspndr.sys
0xc90c07fea1f0	\Windows\System32\drivers\lltdio.sys
0xc90c07fec5e0	\Windows\System32\drivers\msquic.sys
0xc90c07fec750	\Windows\System32\drivers\http.sys
0xc90c07ff3a50	\Windows\System32\drivers\bowser.sys
0xc90c0807c100	\Windows\System32\wdi.dll
0xc90c0807c290	\ProgramData\Microsoft\Windows\Caches\cversions.2.db
0xc90c0807c740	\Windows\System32
0xc90c0807c8d0	\Users\Elon\AppData\Local\Microsoft\Edge\User Data\Default\shared_proto_db\metadata\000005.ldb
0xc90c0807ca60	\Windows\System32\fveapi.dll
0xc90c0807cbf0	\CMNotify
0xc90c0807cd80	\CMNotify
0xc90c0807d230	\Windows\System32\Windows.StateRepositoryCore.dll
0xc90c0807d3c0	\Windows\System32\winevt\Logs\Microsoft-Windows-User Profile Service%4Operational.evtx
0xc90c0807d550	\Windows\System32\winevt\Logs\Microsoft-Windows-NetworkProfile%4Operational.evtx
0xc90c0807d6e0	\ProgramData\Microsoft\Windows\AppRepository\StateRepository-Machine.srd-shm
0xc90c0807d870	\Windows\System32\Windows.ApplicationModel.dll
0xc90c0807da00	\Windows\System32
0xc90c0807db90	\$PrepareToShrinkFileSize
0xc90c0807dd20	\Windows\System32\winevt\Logs\Microsoft-Windows-TerminalServices-LocalSessionManager%4Operational.evtx
0xc90c0807deb0	\Windows\System32\winevt\Logs\Microsoft-Windows-Winlogon%4Operational.evtx
0xc90c0807e360	\Windows\System32\spoolsv.exe
0xc90c0807e4f0	\Windows\System32\winevt\Logs\Microsoft-Windows-TerminalServices-LocalSessionManager%4Admin.evtx
0xc90c0807e9a0	\Windows\System32\en-US\windows.storage.dll.mui
0xc90c0807ee50	\Windows\System32\winevt\Logs\Microsoft-Windows-AppModel-Runtime%4Admin.evtx
0xc90c0807f300	\ProgramData\Microsoft\Windows\AppRepository\StateRepository-Machine.srd-wal
